1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Ready?,name,Train Type,,Speed,,,Track Compatibility,,,,,,,Track Geometry,,,,,,,,Station Geometry,,,,,Train Consists,,,Car Specs,,,,Capacity,,Financials,,,,,,,UI Info,,Train Categories,,,,,,,,,
Ready,name,trainType,MainTrack,maxSpeed,maxAcceleration,maxDeceleration,Automation,Electrification,Voltage,TrackGauge,LoadingGauge,CompatibleTracks,ExtraTracks,maxLateralAcceleration,canCrossRoads,maxSlopePercentage,minTurnRadius,TrainGapFillerLength,StationGapFillerLength,parallelTrackSpacing,trackClearance,minStationTurnRadius,stopTimeSeconds,minStationLength,maxStationLength,maxSpeedLocalStation,minCars,maxCars,carsPerCarSet,capacityPerCar,carLength,trainWidth,carCost,MinCapacity,MaxCapacity,baseTrackCost,baseStationCost,scissorsCrossoverCost,Old,trainOperationalCostPerHour,carOperationalCostPerHour,Multipliers,desc,color,Manufacturer,Cities,Nation,Cont,Generic,Cities2,Nation2,Author,mainTrackID,trainType2
TRUE,Citadis Spirit-3,LRT,DC 750V (GoA1 | CAT | MS),29.2,1.00,1.20,"GoA1, GoA0",catenary,"Modern DC, High Voltage DC",Standard,Metro Standard,"std_mdc-0_cat_ms, std_hv-0_cat_ms, std_mdc-1_cat_ms, std_hv-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,600,36,80,100,6.7,3,6,3,77,10.67,2.65,1547879,231,462,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,"The Citadis Spirit is a family of articulated low-floor light-rail vehicles built by Alstom that have been in service in Canada since 2019. This is the 3-segment version which has never been ordered, so the cost is just a theory.",#FF1E35,Alstom,Generic,Generic,Generic,FALSE,Generic,Generic,DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,Saint-Laurent (MTL),Metro,DC 1.5kV (GoA4 | CAT | REM),27.8,1.10,1.30,GoA4,catenary,High Voltage DC,Standard,REM,std_hv-4_cat_rem,,1.00,FALSE,5.5,75,0.00,0.00,2.42,1.16,1800,32,80,90,18.0,2,4,2,195,19.05,2.94,2474334,390,780,48875,82500000,15937500,FALSE,400,40.0,3.89|1.73|0.86|0.30|0.81,The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The Saint-Laurent is an autonomous light metro variant built for the Réseau express métropolitain in Montreal that entered service in 2023. Cost is a estimate based on the overall contract Alstom signed which includes signalling and stuff,#82C341,Alstom,MTL,CA,North America,FALSE,Montreal,Canada,DanielD1909,std_hv-4_cat_rem,Automated Metro
TRUE,Mark III (VAN),Metro,DC 600V (GoA4 | TRS | MS),22.2,1.00,1.00,GoA4,tr-side,Classical DC,Standard,Metro Standard,std_cdc-4_trs_ms,,1.00,FALSE,5.5,75,0.00,0.00,2.12,1.01,1500,32,80,100,18.0,4,4,4,235,17.03,2.65,774917,940,940,58075,82500000,18937500,FALSE,400,40.0,4.15|1.85|0.92|0.30|0.77,The Innovia Metro is an automated rapid transit system family built by Alstom/Bombardier that have been in service across North America since 1985. This specific model is based on the Mark III used in Vancouver since 2016. Acceleration and decceleration are guesstimates.,#2c5bb0,Bombardier,VAN,CA,North America,FALSE,Vancouver,Canada,DanielD1909,std_cdc-4_trs_ms,Automated Metro
TRUE,Rotem EMU (VAN),Metro,DC 750V (GoA4 | TRA | AAR),22.2,1.00,1.00,GoA4,tr-above,Modern DC,Standard,U.S. Passenger Standard,std_mdc-4_tra_aar,,1.00,FALSE,5.5,100,0.00,0.00,2.52,1.21,2000,32,80,80,18.0,2,3,1,229,20.00,3.00,874265,457,686,57500,82500000,18750000,FALSE,400,40.0,4.73|2.10|1.05|0.30|0.82,The Rotem is an automated EMU built by Hyundai for the Vancouver Skyline's Canada Line that entered service in 2009.,#F8D92B,Hyundai,VAN,CA,North America,FALSE,Vancouver,Canada,DanielD1909,std_mdc-4_tra_aar,Automated Metro
TRUE,Type 8 LRV (BOS),LRT,DC 600V (GoA1 | CAT | MS),17.9,1.25,1.56,"GoA1, GoA0",catenary,Classical DC,Standard,Metro Standard,"std_cdc-0_cat_ms, std_cdc-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,300,36,80,85,6.7,6,9,3,58,7.52,2.64,750000,347,521,42500,63750000,12750000,TRUE,280,28.0,3.50|1.55|0.78|0.30|0.77,The Type 8 is an articulated LRV built by AnsaldoBreda for the MBTA Green Line that entered service in 1999.,#00843D,AnsaldoBreda,BOS,US,North America,FALSE,Boston,United States of America,DanielD1909,std_cdc-1_cat_ms,LRT
TRUE,Type 9 LRV (BOS),LRT,DC 600V (GoA1 | CAT | MS),23.9,1.25,1.56,"GoA1, GoA0",catenary,Classical DC,Standard,Metro Standard,"std_cdc-0_cat_ms, std_cdc-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,300,36,80,85,6.7,6,9,3,74,7.32,2.64,1638889,442,663,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The Type 9 is an articulated LRV built by CAF for the MBTA Green Line that entered service in 2018. Acceleration is guessimated.,#00BC54,CAF,BOS,US,North America,FALSE,Boston,United States of America,DanielD1909,std_cdc-1_cat_ms,LRT
TRUE,Type 10 LRV (BOS),LRT,DC 600V (GoA1 | CAT | MS),21.4,1.25,1.56,"GoA1, GoA0",catenary,Classical DC,Standard,Metro Standard,"std_cdc-0_cat_ms, std_cdc-1_cat_ms",,1.20,TRUE,8.0,0,0.00,0.00,2.12,1.01,100,36,80,85,6.7,7,14,7,44,4.95,2.64,1135854,308,616,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The Type 10 is an articulated LRV being built by CAF for the MBTA Green Line that will enter service in 2027. Acceleration is guessimated.,#00FF6E,CAF,BOS,US,North America,FALSE,Boston,United States of America,DanielD1909,std_cdc-1_cat_ms,LRT
TRUE,S200-HF (SF),LRT,DC 600V (GoA1 | CAT | MS),22.4,1.34,1.34,"GoA1, GoA0",catenary,"Classical DC, Ukranian Voltage",Standard,Metro Standard,"std_cdc-0_cat_ms, std_cdc-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,700,36,80,110,6.7,2,6,2,100,11.43,2.65,2089649,200,600,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The S200 series are articulated high-floor light-rail vehicles built by Siemens that have been in service across North America since 2016. This specific model is based on the model used in San Francisco since 2017. Capacity is artificially higher due to game processing requirements.,#CC3847,Siemens,SF,US,North America,FALSE,San Francisco,United States of America,DanielD1909,std_cdc-1_cat_ms,LRT
TRUE,AnsaldoBreda DM-M,Metro,DC 750V (GoA4 | TRU | MS),29.2,1.20,1.00,GoA4,"tr-under, tr-above, catenary","Modern DC, High Voltage DC",Standard,Metro Standard,"std_mdc-4_tru_ms, std_hv-4_tru_ms, std_hv-4_cat_ms",,1.00,FALSE,5.5,75,0.00,0.00,2.12,1.01,1300,32,80,75,18.0,3,4,1,187,16.11,2.65,1892179,561,748,56925,82500000,18750000,FALSE,400,40.0,4.07|1.81|0.90|0.30|0.77,The Hitachi Rail Italy Driverless Metro (formerly AnsaldoBreda) is a fully autonomous EMU family used across the globe. This specific model is based on those used by the New Taipei metro since 2020.,#0081A0,"AnsaldoBreda,Hitachi",Generic,Generic,Generic,FALSE,Generic,Generic,DanielD1909,std_mdc-4_tru_ms,Automated Metro
TRUE,MF 19 (PAR),Metro,DC 750V (GoA2 | TRA | UN),19.4,0.95,1.10,"GoA2, GoA1",tr-above,Modern DC,Standard,"Ultra-Narrow, 2.45 m","std_mdc-1_tra_un, std_mdc-2_tra_un",,1.00,FALSE,5.5,50,0.00,0.00,1.87,0.88,1200,35,80,100,14.0,4,5,1,105,15.20,2.40,1607631,420,525,50000,75000000,15000000,FALSE,475,47.5,3.72|1.66|0.83|0.30|0.73,The MF 19 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. This is the standard version which comes in either 4 or 5 car sets. It entered service in 2025. Acceleration is a guesstimate.,#E3B32A,Alstom,PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_mdc-2_tra_un,Metro
TRUE,MF 01 (PAR),Metro,DC 750V (GoA2 | TRA | UN),19.4,0.95,1.10,"GoA2, GoA1",tr-above,Modern DC,Standard,"Ultra-Narrow, 2.45 m","std_mdc-1_tra_un, std_mdc-2_tra_un",,1.00,FALSE,5.5,50,0.00,0.00,1.87,0.88,1100,35,80,100,14.0,5,5,5,111,15.00,2.40,1043855,555,555,50000,75000000,15000000,FALSE,475,47.5,3.72|1.66|0.83|0.30|0.73,The MF 01 is a steel-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family.  It entered service in 2008. ,#0064B0,Alstom,PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,std_mdc-2_tra_un,Metro
TRUE,MP 14 CC (PAR),Rubber Metro,Rubber DC 750V (GoA2 | FR | TFF),22.2,1.35,1.35,"GoA2, GoA1",four-rail,Modern DC,Rubber,2.45 m,"rub_mdc-2_fr_tff, rub_mdc-1_fr_tff",,1.50,FALSE,12.0,50,0.00,0.00,1.92,0.91,1100,35,80,135,14.0,5,5,5,117,15.00,2.45,1772009,585,585,28750,75000000,16500000,FALSE,575,57.5,4.37|1.94|0.97|0.30|0.74,The MP 14 CC is a rubber-wheeled subway EMU produced by Alstom for the Paris Metro based on the Metropolis family. It entered service in 2023. ,#6E491E,Alstom,PAR,FR,Western Europe,FALSE,Paris,France,DanielD1909,rub_mdc-2_fr_tff,Rubber Metro
TRUE,Citadis 302 N,LRT,DC 750V (GoA1 | CAT | UN),19.4,1.30,1.20,"GoA1, GoA0","catenary, aps","Modern DC, High Voltage DC, International AC, Classical DC",Standard,"Ultra-Narrow, 2.45 m","std_mdc-1_cat_tff, std_mdc-0_cat_tff, std_mdc-1_cat_un, std_mdc-0_cat_un, std_cdc-1_cat_un, std_cdc-0_cat_un",,1.20,TRUE,8.0,25,0.00,0.00,1.87,0.88,200,36,80,75,6.7,5,10,5,45,6.44,2.40,1000000,225,450,42500,63750000,12750000,FALSE,200,20.0,3.17|1.41|0.70|0.30|0.73,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, narrow, five section version.",#C04191,Alstom,"Generic, PAR","Generic, FR","Generic, Western Europe",TRUE,"Generic, Paris","Generic, France",DanielD1909,std_mdc-1_cat_un,LRT
TRUE,Citadis 302,LRT,DC 750V (GoA0 | CAT | MS),19.4,1.30,1.20,"GoA1, GoA0","catenary, aps","Modern DC, High Voltage DC, International AC, Classical DC",Standard,Metro Standard,"std_cdc-0_cat_ms, std_mdc-0_cat_ms, std_hv-0_cat_ms, std_iac-0_cat_ms, std_cdc-1_cat_ms, std_mdc-1_cat_ms, std_hv-1_cat_ms, std_iac-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,200,42,80,75,5.7,5,10,5,50,6.44,2.65,1000000,250,500,31875,45000000,8287500,FALSE,220,22.0,3.50|1.55|0.78|0.30|0.77,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, five section version.",#C04191,Alstom,"Generic, BCN","Generic, ES","Generic, Southern Europe",TRUE,"Generic, Barcelona","Generic, Spain",DanielD1909,std_mdc-0_cat_ms,LRT
TRUE,Citadis 305,LRT,DC 750V (GoA0 | CAT | MS),19.4,1.30,1.20,"GoA1, GoA0","catenary, aps","Modern DC, High Voltage DC, International AC, Classical DC",Standard,Metro Standard,"std_cdc-0_cat_ms, std_mdc-0_cat_ms, std_hv-0_cat_ms, std_iac-0_cat_ms, std_cdc-1_cat_ms, std_mdc-1_cat_ms, std_hv-1_cat_ms, std_iac-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,200,42,80,75,5.7,5,10,5,50,6.44,2.65,1000000,250,500,31875,45000000,8287500,FALSE,220,22.0,3.50|1.55|0.78|0.30|0.77,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 5th generation, five section version.",#0094FF,Alstom,"Generic, BCN, T-A, SYD","Generic, ES, IL, AU","Generic, Southern Europe, West Asia, Oceania",TRUE,"Generic, Barcelona, Tel-Aviv, Sydney","Generic, Spain, Israel, Australia",DanielD1909,std_mdc-0_cat_ms,LRT
TRUE,Urbos 100 (AMS),LRT,DC 750V (GoA1 | CAT | MS),19.4,1.20,1.20,"GoA1, GoA0",catenary,"Classical DC, Modern DC","Standard, Metre","Ultra-Narrow, 2.45 m","std_mdc-1_cat_tff, std_mdc-0_cat_tff, std_mdc-1_cat_un, std_mdc-0_cat_un, std_cdc-1_cat_un, std_cdc-0_cat_un, m_mdc-1_cat_un, m_mdc-0_cat_un, std_mdc-1_cat_ms",,1.20,TRUE,8.0,0,0.00,0.00,2.12,1.01,200,36,80,75,6.7,5,10,5,40,6.00,2.40,748862,200,400,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the Amsterdam Metro's G15. Capacity is artifically increased due to game processing limitations. Acceleration is guesstimated.,#0000BB,CAF,AMS,NL,Western Europe,FALSE,Amsterdam,Netherlands,DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,Combino (AMS),LRT,DC 750V (GoA1 | CAT | MS),19.4,1.20,1.20,"GoA1, GoA0",catenary,"Classical DC, Modern DC","Standard, Metre","Ultra-Narrow, 2.45 m","std_mdc-1_cat_tff, std_mdc-0_cat_tff, std_mdc-1_cat_un, std_mdc-0_cat_un, std_cdc-1_cat_un, std_cdc-0_cat_un, m_mdc-1_cat_un, m_mdc-0_cat_un, std_mdc-1_cat_ms",,1.20,TRUE,8.0,0,0.00,0.00,2.12,1.01,200,36,80,75,6.7,5,10,5,40,5.84,2.40,318284,200,400,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The Combino family are articulated low-floor light-rail vehicles built by Siemens that have been in service across the world since the 90s. This specific model is based on the Amsterdam Metro's G14. Capacity is artifically increased due to game processing limitations. Acceleration is guesstimated.,#000099,Siemens,AMS,NL,Western Europe,FALSE,Amsterdam,Netherlands,DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,Urbos 100 (T-A),LRT,DC 750V (GoA1 | CAT | MS),19.4,1.20,1.20,"GoA1, GoA0",catenary,"Classical DC, Modern DC","Standard, Metre",Metro Standard,"std_cdc-0_cat_ms, std_mdc-0_cat_ms, std_cdc-1_cat_ms, std_mdc-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,300,36,80,100,6.7,5,10,5,40,7.00,2.65,1000000,200,400,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the Tel-Aviv Light Rail's version.,#BA34B1,CAF,T-A,IL,West Asia,FALSE,Tel-Aviv,Israel,DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,Citadis 304,LRT,DC 750V (GoA1 | CAT | MS),19.4,1.30,1.20,"GoA1, GoA0","catenary, aps","Modern DC, High Voltage DC, International AC, Classical DC",Standard,Metro Standard,"std_cdc-0_cat_ms, std_mdc-0_cat_ms, std_hv-0_cat_ms, std_iac-0_cat_ms, std_cdc-1_cat_ms, std_mdc-1_cat_ms, std_hv-1_cat_ms, std_iac-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,500,36,80,70,6.7,3,6,3,82,9.53,2.65,1000000,246,492,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 4th generation, five section version.",#004987,Alstom,"Generic, IST","Generic, TR","Generic, West Asia",TRUE,"Generic, Istanbul","Generic, Turkey",DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,Urbos 100 (BUD-5),LRT,DC 750V (GoA1 | CAT | UN),13.9,1.20,1.20,"GoA1, GoA0",catenary,"Classical DC, Modern DC","Standard, Metre","Ultra-Narrow, 2.45 m","std_mdc-1_cat_tff, std_mdc-0_cat_tff, std_mdc-1_cat_un, std_mdc-0_cat_un, std_cdc-1_cat_un, std_cdc-0_cat_un, m_mdc-1_cat_un, m_mdc-0_cat_un",,1.20,TRUE,8.0,25,0.00,0.00,1.87,0.88,200,36,80,80,6.7,5,10,5,55,6.82,2.40,435966,275,550,42500,63750000,12750000,FALSE,200,20.0,3.17|1.41|0.70|0.30|0.73,The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the Budapest 5-section version. Acceleration is guesstimated.,#2B2929,CAF,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary,DanielD1909,std_mdc-1_cat_un,LRT
TRUE,Inspiro (SYD),Metro,AC 25-Grid (GoA4 | CAT | LIRR),27.8,1.20,1.10,GoA4,catenary,International AC,Standard,LIRR / Metro North,std_iac-4_cat_lirr,,1.00,FALSE,5.5,125,0.00,0.00,2.72,1.31,2500,32,80,100,18.0,3,3,3,215,22.54,3.19,3186753,645,645,48875,82500000,15937500,FALSE,400,40.0,4.29|1.91|0.95|0.30|0.85,The Siemens Inspiro is a family of metro EMUs that have been in service around the world since 2013. This is the automated version on order by the Sydney Metro which is expected to enter service in 2027. ,#199296,Siemens,SYD,AU,Oceania,FALSE,Sydney,Australia,DanielD1909,std_iac-4_cat_lirr,Automated Metro
TRUE,GTW 2/6 (NJT),Diesel LRT,Diesel (GoA1 | NON | AAR),30.6,0.80,1.30,"GoA1, GoA0",none,None,Standard,U.S. Passenger Standard,"std_cdc-1_tra_aar, std_non-1_non_aar, std_non-0_non_aar, std_iac-1_cat_aar, std_iac-0_cat_aar, std_pac-1_cat_aar, std_pac-0_cat_aar, std_nhac-1_cat_aar, std_nhac-0_cat_aar, std_hv-1_cat_aar, std_hv-0_cat_aar, std_mdc-1_tra_aar, std_cdc-1_tru_aar, std_ceac-1_cat_aar, std_ceac-0_cat_aar, std_sv-1_trs_aar, std_sv-0_trs_aar",,0.80,TRUE,6.0,50,0.00,0.00,2.52,1.21,1200,48,100,120,6.7,2,6,2,100,15.60,3.00,3000000,200,600,37500,63750000,7500000,FALSE,300,30.0,3.55|1.58|0.79|0.30|0.82,This is a variant of the Stadler GTW 2/6 which is one of the rare and bizarre Diesel Light Rail Vehicles and is exclusively in service on NJT's River Line. Details are scarce so the acceleration and braking are guesstimates.,#1E2171,Stadler,PHI,US,North America,FALSE,Philadelphia,United States of America,DanielD1909,std_non-1_non_aar,Diesel LRT
TRUE,Hitachi Toronto,Metro,DC 1.5kV (GoA4 | CAT | AAR),22.2,1.10,1.35,"GoA4, GoA3",catenary,High Voltage DC,Standard,U.S. Passenger Standard,std_hv-4_cat_aar,,1.00,FALSE,5.5,100,0.00,0.00,2.52,1.21,2000,32,100,100,18.0,4,4,4,200,20.00,3.00,4326457,800,800,48875,82500000,15937500,FALSE,400,40.0,4.02|1.79|0.89|0.30|0.82,"Hitachi Rail is currently producing a series of unnamed metro cars for the Toronto Subway's new Ontario Line. Cost is a guesstimate, as is acceleration, while capacity and dimensions are estimated from preliminary design. It is expected to enter service around 2031.",#00AFEF,Hitachi,TOR,CA,North America,FALSE,Toronto,,DanielD1909,std_hv-4_cat_aar,Automated Metro
TRUE,Flexity Freedom-3,LRT,DC 750V (GoA1 | CAT | MS),22.2,1.34,1.10,"GoA1, GoA0",catenary,Modern DC,Standard,Metro Standard,"std_mdc-0_cat_ms, std_mdc-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,200,36,100,100,6.7,6,12,3,45,6.67,2.65,600000,270,540,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,"The Flexity Freedom is a family of articulated low-floor light-rail vehicles built by Bombardier/Alstom that have been in service in Canada since 2019. This is the 3 segment version which has never been ordered, so the cost is just a theory.",#F87005,Bombardier,Generic,Generic,Generic,FALSE,Generic,Generic,DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,Flexity Freedom-7,LRT,DC 750V (GoA1 | CAT | MS),22.2,1.34,1.10,"GoA1, GoA0",catenary,Modern DC,Standard,Metro Standard,"std_mdc-0_cat_ms, std_mdc-1_cat_ms",,1.20,TRUE,8.0,0,0.00,0.00,2.12,1.01,200,36,100,135,6.7,7,14,7,39,5.71,2.65,768366,273,546,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The Flexity Freedom is a family of articulated low-floor light-rail vehicles built by Bombardier/Alstom that have been in service in Canada since 2019. This is the 7 segment version used in Edmonton.,#0591DC,Bombardier,EDM,CA,North America,FALSE,Edmonton,Canada,DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,Citadis Spirit-4,LRT,DC 750V (GoA1 | CAT | MS),29.2,1.00,1.20,"GoA1, GoA0",catenary,"Modern DC, High Voltage DC",Standard,Metro Standard,"std_mdc-0_cat_ms, std_hv-0_cat_ms, std_mdc-1_cat_ms, std_hv-1_cat_ms",,1.20,TRUE,8.0,50,0.00,0.00,2.12,1.01,700,36,100,120,6.7,4,8,4,85,12.12,2.65,1547879,340,680,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,The Citadis Spirit is a family of articulated low-floor light-rail vehicles built by Alstom that have been in service in Canada since 2019. This is the 4-segment version.,#ED1B2D,Alstom,"TOR, OTT, QBC","CA, CA, CA","North America, North America, North America",FALSE,"Toronto, Ottawa, Quebec City","Canada, Canada, Canada",DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,Citadis Spirit-5,LRT,DC 750V (GoA1 | CAT | MS),29.2,1.00,1.20,"GoA1, GoA0",catenary,"Modern DC, High Voltage DC",Standard,Metro Standard,"std_mdc-0_cat_ms, std_hv-0_cat_ms, std_mdc-1_cat_ms, std_hv-1_cat_ms",,1.20,TRUE,8.0,25,0.00,0.00,2.12,1.01,500,36,100,110,6.7,5,10,5,68,9.57,2.65,1547879,340,680,42500,63750000,12750000,FALSE,200,20.0,3.50|1.55|0.78|0.30|0.77,"The Citadis Spirit is a family of articulated low-floor light-rail vehicles built by Alstom that have been in service in Canada since 2019. This is the 5-segment version which has never been ordered, so the cost is just a theory..",#8E111F,Alstom,Generic,Generic,Generic,FALSE,Generic,Generic,DanielD1909,std_mdc-1_cat_ms,LRT
TRUE,Desiro Classic (SD),Diesel Commuter,Diesel (GoA1 | NON | AAR),25.0,1.10,1.10,"GoA1, GoA0",none,None,Standard,"Metro Wide, RER Narrow, London S Stock, REM, U.S. Passenger Standard","std_cdc-1_tra_aar, std_non-1_non_aar, std_non-0_non_aar, std_iac-1_cat_aar, std_iac-0_cat_aar, std_pac-1_cat_aar, std_pac-0_cat_aar, std_nhac-1_cat_aar, std_nhac-0_cat_aar, std_cdc-1_tra_rer, std_hv-1_cat_aar, std_hv-0_cat_aar, std_cdc-1_fr_lss, std_iac-1_cat_mw, std_iac-0_cat_mw, std_cdc-1_tra_mw, std_cdc-0_tra_mw, std_mdc-1_cat_mw, std_non-1_non_mw, std_mdc-1_tra_aar, std_non-0_non_mw, std_cdc-1_tru_aar, std_cdc-1_tru_mw, std_cdc-1_trucat_mw, std_hv-0_cat_rer, std_iac-0_cat_rer, std_hv-1_cat_rer, std_iac-1_cat_rer, std_mdc-1_tra_rer, std_ukr-1_tru_mw, std_sv-1_cat_rem, std_sv-0_cat_rem, std_mdc-1_tru_mw, std_ceac-1_cat_aar, std_ceac-0_cat_aar, std_sv-1_trs_aar, std_sv-0_trs_aar, std_mdc-1_fr_rer",,0.75,TRUE,1.0,100,0.15,0.00,2.52,1.21,500,90,100,100,15.0,2,4,2,109,20.85,2.83,4300000,218,436,37500,63750000,7500000,FALSE,800,80.0,3.55|1.58|0.79|0.30|0.82,The Siemens Desiro Classic is a family of metro DMUs and EMUs in service across the world since 1999. This model is the DMU used by San Diego's Sprinter service.,#0055A4,Siemens,SD,US,North America,FALSE,San Diego,United States of America,DanielD1909,std_non-1_non_aar,Diesel Commuter
TRUE,Mark V (VAN),Metro,DC 600V (GoA4 | TRS | MS),22.2,1.00,1.00,GoA4,tr-side,Classical DC,Standard,Metro Standard,std_cdc-4_trs_ms,,1.00,FALSE,5.5,75,0.00,0.00,2.12,1.01,1400,32,100,100,18.0,5,5,5,241,16.96,2.65,840923,1207,1207,58075,82500000,18937500,FALSE,400,40.0,4.15|1.85|0.92|0.30|0.77,The Innovia Metro is an automated rapid transit system family built by Alstom/Bombardier that have been in service across North America since 1985. This specific model is based on the Mark V used in Vancouver since 2025. Acceleration and decceleration are guesstimates.,#305AA7,Alstom,VAN,CA,North America,FALSE,Vancouver,Canada,DanielD1909,std_cdc-4_trs_ms,Automated Metro
TRUE,P3010 LRV (LA),LRT,DC 750V (GoA1 | TRA | AAR),28.9,1.34,1.56,"GoA1, GoA0",catenary,Modern DC,Standard,Metro Standard,"std_mdc-0_cat_ms, std_mdc-1_cat_ms, std_mdc-1_tra_aar",,1.20,TRUE,8.0,50,0.00,0.00,2.52,1.21,900,36,100,100,6.7,4,6,2,87,13.57,2.66,1916667,348,522,50000,63750000,15000000,FALSE,200,20.0,4.73|2.10|1.05|0.30|0.82,The P3010 is an articulated low-floor light-rail vehicle built by Kinki Sharyo that has been in service in LA since 2016.,#111111,Kinki Sharyo,LA,US,North America,FALSE,Los Angeles,United States of America,DanielD1909,std_mdc-1_tra_aar,LRT
TRUE,P3010 LRV (LA) (C),LRT,DC 750V (GoA2 | CAT | MS),28.9,1.34,1.56,"GoA2, GoA1, GoA0",catenary,Modern DC,Standard,Metro Standard,"std_mdc-0_cat_ms, std_mdc-1_cat_ms, std_mdc-2_cat_ms",,1.20,FALSE,8.0,50,0.00,0.00,2.12,1.01,900,30,100,100,7.7,4,6,2,87,13.57,2.66,1916667,348,522,42500,75000000,12750000,FALSE,175,17.5,3.50|1.55|0.78|0.30|0.77,"The P3010 is an articulated low-floor light-rail vehicle built by Kinki Sharyo that has been in service in LA since 2016. This is the line C version which, as it is fully grade separated, is at GoA2.",#222222,Kinki Sharyo,LA,US,North America,FALSE,Los Angeles,United States of America,DanielD1909,std_mdc-2_cat_ms,LRT
TRUE,BR Class 360,Commuter,AC 25-Grid (GoA1 | CAT | MW),49.2,0.98,1.10,"GoA1, GoA0",catenary,International AC,Standard,"Metro Wide, RER Narrow","std_iac-1_cat_mw, std_iac-0_cat_mw, std_iac-0_cat_rer, std_iac-1_cat_rer",,0.80,TRUE,2.0,100,0.00,0.00,2.27,1.08,2200,90,100,100,15.0,4,4,4,109,20.85,2.80,1097936,436,436,42500,63750000,12750000,FALSE,600,60.0,3.70|1.64|0.82|0.30|0.79,The Siemens Desiro UK is a family of DMUs and EMUs in service in the UK and Thailand since 2003. This model is the EMU labeled Class 360 as used by EMR for their Luton Airport Express line.,#CFAB2A,Siemens,LDN,UK,Europe,FALSE,London,United Kingdom,DanielD1909,std_iac-1_cat_mw,Commuter
